ArticleId,Labels
72288,95 29 91
72289,133 101 110
72290,133 86
72291,66 63 106
72292,181 183 98
72293,202 60
72294,7 11 66
72295,134 17
72296,95 57 56
72297,138 118 15
72298,61 57
72299,5 144
72300,43 166 173
72301,187 104 19
72302,195 77
72303,8 78 21
72304,22 201 56
72305,20 134
72306,171 166
72307,181 18
72308,7 63 158
72309,4 54
72310,111 83
72311,27 128
72312,3 100
72313,104 124
72314,10 9
72315,44 86
72316,118 96 50
72317,68 117
72318,78 34
72319,82 28 167
72320,19 135
72321,63 126
72322,96 172 68
72323,100 79
72324,37 79 115
72325,99 4
72326,192 183
72327,161 102 138
72328,89 109
72329,73 123
72330,17 16 203
72331,116 199
72332,152 123 32
72333,162 187 55
72334,188 156
72335,188 107
72336,122 159
72337,33 92 194
72338,184 184
72339,7 151
72340,24 164 143
72341,53 127 12
72342,104 51
72343,23 63
72344,38 118
72345,95 155
72346,153 126 201
72347,27 176
72348,61 12
72349,195 66
72350,145 145
72351,106 94 162
72352,30 194
72353,200 85 117
72354,91 2 167
72355,86 32 191
72356,32 63 180
72357,123 117 80
72358,99 38 157
72359,76 157 122
72360,88 15 48
72361,86 91 23
72362,25 105 195
72363,180 107 159
72364,29 157 32
72365,186 165 42
72366,104 126 6
72367,141 155
72368,132 129
72369,126 94 120
72370,76 173 68
72371,72 129 191
72372,99 42
72373,139 189
72374,129 191
72375,202 91
72376,131 64 30
72377,180 6 188
72378,180 194 96
72379,176 191
72380,86 4
72381,166 108
72382,116 6
72383,37 73
72384,76 147 16
72385,96 115 18
72386,117 77 15
72387,201 38 10
72388,113 138 72
72389,34 193 24
72390,123 174
72391,143 196
72392,125 139
72393,176 55
72394,125 116 95
72395,23 2
72396,160 56 112
72397,116 170 44
72398,118 88 20
72399,128 144 89
72400,9 35
72401,166 201
72402,166 143 152
72403,37 29
72404,75 180 85
72405,4 51 86
72406,56 184 50
72407,202 71 132
72408,178 122 175
72409,187 48
72410,27 88 57
72411,56 4
72412,95 179 39
72413,71 35
72414,55 14 91
72415,27 134 106
72416,8 70
72417,19 63
72418,60 39
72419,77 1 168
72420,17 14
72421,108 104 184
72422,109 60 32
72423,193 99
72424,135 28
72425,176 7
72426,156 72 178
72427,28 180 168
72428,128 107 178
72429,178 37
72430,16 162 81
72431,43 65 202
72432,116 191
72433,171 53
72434,154 156
72435,140 185
72436,95 68
72437,12 176
72438,201 167 126
72439,77 22
72440,100 91 143
72441,188 70 52
72442,176 132 62
72443,22 62 19
72444,21 140 56
72445,59 73 67
72446,76 132
72447,4 165 128
72448,174 96
72449,42 123 102
72450,48 23 45
72451,60 77 26
72452,165 140 196
72453,29 106
72454,110 17 116
72455,195 80
72456,150 46
72457,43 24 53
72458,107 110
72459,161 170 158
72460,140 153
72461,70 138
72462,120 171
72463,186 118 54
72464,17 123 48
72465,77 51 116
72466,140 130
72467,129 167 25
72468,134 165 83
72469,162 109 104
72470,172 28 90
72471,34 1
72472,111 50
72473,82 23 4
72474,48 140 32
72475,105 164 41
72476,200 36 178
72477,117 134 172
72478,145 103
72479,171 57
72480,152 40 177
72481,85 201 55
72482,104 74
72483,181 88 86
72484,5 55
72485,90 126
72486,80 82 154
72487,94 4 34
72488,50 47 163
72489,54 79 188
72490,117 156
72491,10 109 80
72492,186 57
72493,54 54
72494,46 73 30
72495,94 180
72496,175 144
72497,174 53 141
72498,11 113
72499,128 154
72500,72 160 60
72501,178 171 123
72502,152 89 180
72503,52 202 68
72504,200 40 111
72505,149 37 9
72506,15 148
72507,53 192 124
72508,71 154 50
72509,93 201 105
72510,121 145
72511,30 26
72512,196 51
72513,40 85
72514,118 124 96
72515,177 51
72516,52 59 44
72517,53 29 58
72518,40 173 114
72519,145 109 38
72520,178 113 16
72521,82 37
72522,161 165 64
72523,132 48
72524,163 19
72525,8 144
72526,99 165 195
72527,104 142
72528,131 190
72529,189 140
72530,109 14
72531,29 124
72532,135 172 109
72533,53 3
72534,35 13
72535,106 164
72536,177 108 51
72537,80 51 110
72538,58 112 103
72539,18 117 9
72540,30 201 151
72541,104 197
72542,44 50 17
72543,57 116
72544,191 1 102
72545,117 37
72546,98 148
72547,150 61 195
72548,115 166
72549,1 74
72550,151 16 76
72551,109 20 80
72552,63 152
72553,71 200
72554,143 83 18
72555,9 51 159
72556,102 52 195
72557,18 39 127
72558,58 136 24
72559,99 60
72560,137 36
72561,94 201
72562,75 7
72563,196 100
72564,62 129
72565,196 137
72566,78 69
72567,98 18 193
72568,163 119 71
72569,130 130
72570,143 91
72571,129 132
72572,45 9
72573,103 57 169
72574,136 18
72575,4 24
72576,161 108 95
72577,67 78
72578,148 48
72579,97 11 197
72580,186 97
72581,141 150
72582,105 54 92
72583,185 178 18
72584,126 197 23
72585,156 160 178
72586,169 90 193
72587,180 29
72588,152 141
72589,21 182 169
72590,187 152
72591,58 97
72592,64 38 128
72593,186 75
72594,142 1
72595,173 200
72596,166 13 23
72597,1 50 2
72598,150 38 30
72599,39 31
72600,177 111 45
72601,74 2 133
72602,159 164 71
72603,186 156 108
72604,67 134
72605,91 117
72606,135 136
72607,78 173
72608,62 179 181
72609,101 192 25
72610,196 34
72611,94 44 159
72612,45 172
72613,106 89
72614,106 120
72615,52 129 78
72616,49 11
72617,132 55 32
72618,130 139 81
72619,200 21
72620,173 128 125
72621,201 16
72622,102 28 27
72623,69 25
72624,193 126 94
72625,45 162
72626,196 8
72627,36 143 82
72628,182 137
72629,16 135
72630,3 9 116
72631,46 40
72632,201 96 80
72633,80 123
72634,33 116 131
72635,35 75
72636,14 140 139
72637,124 3 120
72638,21 170
72639,127 12 16
72640,17 203 104
72641,9 30
72642,20 73
72643,169 109
72644,61 163
72645,107 24 31
72646,97 25
72647,20 182
72648,118 98
72649,76 72 81
72650,109 145
72651,100 177
72652,36 26
72653,85 139
72654,188 160 71
72655,90 99 13
72656,108 141 28
72657,9 11
72658,47 96 173
72659,109 169 179
72660,57 113
72661,30 105 196
72662,191 147 133
72663,50 134
72664,184 145
72665,186 71
72666,131 87 45
72667,103 141 196
72668,187 135
72669,181 73
72670,116 9 33
72671,21 148
72672,40 72
72673,82 162
72674,133 90
72675,136 85
72676,60 86
72677,59 70
72678,149 114
72679,9 47
72680,38 197
72681,128 146
72682,160 197 100
72683,43 130 3
72684,79 43 72
72685,115 198 102
72686,68 39
72687,173 111 82
72688,129 135 184
72689,25 151
72690,163 172
72691,167 19
72692,153 179 18
72693,165 36
72694,167 51
72695,6 115
72696,38 138
72697,73 159 58
72698,96 106
72699,102 175 4
72700,202 25 188
72701,203 82 133
72702,38 161 30
72703,99 47 2
72704,190 95 78
72705,127 200
72706,103 187
72707,72 116 82
72708,26 145 142
72709,19 174
72710,11 31
72711,78 7 203
72712,135 136 85
72713,166 3
72714,184 189 41
72715,61 80
72716,57 134
72717,136 71 71
72718,42 142 35
72719,131 45
72720,113 104 74
72721,28 136
72722,111 196
72723,98 187 80
72724,1 10
72725,170 26 142
72726,193 170 58
72727,144 42 131
72728,148 149
72729,112 87 102
72730,44 151
72731,54 66 3
72732,61 19 50
72733,66 44
72734,35 50
72735,183 195
72736,20 45 104
72737,81 64
72738,167 133 116
72739,17 193
72740,75 188
72741,196 106 200
72742,140 201 27
72743,43 45 106
72744,60 104 124
72745,136 70
72746,67 33
72747,174 109 58
72748,154 92 13
72749,6 133 44
72750,155 83
72751,42 2 171
72752,15 27 62
72753,3 44
72754,132 172 145
72755,189 157
72756,188 152
72757,168 59 14
72758,45 103
72759,171 137 90
72760,159 8
72761,152 133
72762,3 168
72763,25 139
72764,48 54 143
72765,27 32 27
72766,132 108 127
72767,91 190 137
72768,132 177 44
72769,59 10
72770,154 128 24
72771,14 96 27
72772,138 135 93
72773,48 166
72774,20 60
72775,158 73 181
72776,203 157 73
72777,141 97
72778,165 77 64
72779,5 145
72780,142 189 46
72781,76 160
72782,98 138
72783,196 186
72784,153 184 91
72785,88 79
72786,173 184
72787,114 23
72788,195 8
72789,118 116
72790,63 116
72791,183 60
72792,145 65
72793,135 97
72794,163 113 31
72795,200 24
72796,192 149 85
72797,147 199
72798,24 46
72799,201 155 31
72800,42 66 173
72801,43 48
72802,53 201 52
72803,22 196 144
72804,43 125
72805,99 2
72806,106 142 55
72807,59 19
72808,26 149 16
72809,14 162
72810,26 89
72811,108 75
72812,4 81 55
72813,88 201 56
72814,183 14
72815,192 53 124
72816,196 185 184
72817,79 175 55
72818,119 177 127
72819,36 145
72820,96 99
72821,11 12 10
72822,178 29
72823,104 153 172
72824,173 139 9
72825,34 131
72826,4 176
72827,90 130
72828,155 179
72829,157 106 93
72830,199 11
72831,9 12 159
72832,198 194 28
72833,166 135 91
72834,187 20 112
72835,49 168 166
72836,197 175 20
72837,10 185
72838,59 10 48
72839,150 81
72840,123 148
72841,72 158
72842,130 26 100
72843,70 154
72844,64 159 175
72845,147 97 64
72846,119 197
72847,115 181
72848,92 124
72849,148 27 114
72850,114 88 47
72851,132 118 3
72852,44 32 8
72853,185 23 114
72854,180 128
72855,180 73 177
72856,68 146 78
72857,48 184
72858,137 147 48
72859,197 105
72860,1 48
72861,154 50 155
72862,54 126 101
72863,100 52 21
72864,69 175
72865,197 19 64
72866,32 68
72867,79 80 185
72868,62 65
72869,100 175 28
72870,134 200 61
72871,157 201
72872,51 79
72873,8 120 33
72874,56 115 111
72875,15 55
72876,114 155 162
72877,9 101 75
72878,28 44
72879,155 87 20
72880,202 9 125
72881,96 96
72882,47 153 1
72883,161 143
72884,2 130
72885,85 116 103
72886,138 75
72887,156 191 91
72888,23 53
72889,109 109
72890,5 78
72891,48 148
72892,44 130 113
72893,71 64
72894,46 49
72895,177 114 178
72896,48 76 98
72897,24 38 175
72898,186 35 91
72899,169 65 181
72900,46 97
72901,109 173
72902,108 68 13
72903,181 11 81
72904,46 40 19
72905,37 183
72906,85 28
72907,47 192 158
72908,25 32 50
72909,66 79
72910,162 157 200
72911,125 100
72912,156 187
72913,123 166
72914,39 23 196
72915,130 120 85
72916,70 106
72917,113 126
72918,40 130 44
72919,159 111
72920,110 162
72921,193 194
72922,94 109
72923,163 170
72924,54 202
72925,84 64
72926,121 133
72927,185 127
72928,141 127 74
72929,175 109 147
72930,130 38 34
72931,79 86
72932,34 82 20
72933,96 173 126
72934,61 8 172
72935,95 14
72936,145 24 180
72937,122 20
72938,49 75 184
72939,7 81
72940,56 126 27
72941,122 54 101
72942,54 176
72943,98 157
72944,52 46
72945,199 112
72946,94 168 109
72947,80 83 94
72948,73 130
72949,44 100 200
72950,17 188
72951,132 40
72952,172 67
72953,156 115
72954,182 186 67
72955,124 200 107
72956,116 58 3
72957,192 58
72958,170 53
72959,189 121
72960,4 168 81
72961,77 65 103
72962,99 46 44
72963,129 90
72964,3 4
72965,104 145 168
72966,191 143
72967,35 114 200
72968,154 103
72969,198 60 197
72970,161 98 126
72971,1 171 193
72972,102 102
72973,26 23
72974,82 70
72975,4 46 73
72976,183 112
72977,17 120
72978,109 11
72979,161 180
72980,150 96
72981,180 34
72982,161 193
72983,154 125
72984,31 10 27
72985,36 150 4
72986,180 187 98
72987,65 31 10
72988,58 187
72989,80 160
72990,187 28 179
72991,59 68
72992,175 95 8
72993,63 41 164
72994,29 176
72995,94 113
72996,73 140 67
72997,135 164 124
72998,6 180
72999,109 74
73000,124 7 164
73001,28 152
73002,31 60 111
73003,184 194
73004,32 101
73005,87 177
73006,179 160 40
73007,27 70 160
73008,181 71 181
73009,1 30 6
73010,82 14 66
73011,97 122
73012,110 104
73013,91 69 128
73014,3 170 134
73015,158 86
73016,50 148
73017,165 32 47
73018,113 106 171
73019,174 144
73020,61 140 113
73021,15 63 53
73022,74 107 175
73023,180 28
73024,134 50
73025,101 84 81
73026,176 88
73027,180 113
73028,16 88 97
73029,141 169 174
73030,148 83 162
73031,122 8 34
73032,105 159 79
73033,16 81
73034,186 88 126
73035,73 84 50
73036,189 188 128
73037,163 138 103
73038,97 99
73039,74 56
73040,124 201
73041,136 187 141
73042,129 85 141
73043,175 154
73044,186 183
73045,67 87
73046,157 57
73047,101 28
73048,125 99 59
73049,152 203
73050,22 32 4
73051,149 42 22
73052,69 63
73053,115 129 129
73054,109 173 137
73055,40 139
73056,78 180
73057,4 99
73058,111 171 80
73059,193 41 166
73060,172 99 29
73061,52 111 139
73062,12 172
73063,191 75
73064,57 119
73065,90 48 95
73066,180 70 184
73067,153 187 88
73068,125 59 162
73069,3 166 189
73070,105 46 150
73071,123 74
73072,117 84
73073,101 110 38
73074,16 137 193
73075,113 152
73076,183 64
73077,148 29
73078,191 9 75
73079,25 129
73080,152 186
73081,117 126
73082,112 187 70
73083,32 103 50
73084,73 202 107
73085,1 170 35
73086,19 117 145
73087,85 84
73088,93 42 189
73089,16 48
73090,38 10
73091,183 38
73092,158 134
73093,129 195
73094,152 61 166
73095,186 100 150
73096,74 155
73097,171 159
73098,76 46
73099,26 203
73100,86 108 4
73101,123 166 43
73102,26 195 147
73103,185 166 171
73104,114 171
73105,13 165
73106,108 70
73107,201 108
73108,126 153 128
73109,55 5 35
73110,201 131
73111,107 79 146
73112,157 138
73113,56 71 89
73114,66 121 91
73115,187 59 128
73116,145 194 135
73117,18 4 187
73118,96 191 63
73119,108 14 57
73120,105 69 56
73121,143 186
73122,118 131 41
73123,194 151
73124,166 39 77
73125,78 198 2
73126,46 35 166
73127,25 128
73128,78 124
73129,140 116
73130,8 102
73131,130 158 172
73132,88 10 22
73133,102 69
73134,79 40 51
73135,108 196
73136,22 186 91
73137,62 153
73138,159 59 122
73139,31 84 176
73140,143 128
73141,170 193 198
73142,43 83
73143,91 156 112
73144,25 92
73145,31 66 183
73146,190 4
73147,34 105
73148,54 164 165
73149,43 118
73150,88 12 200
73151,108 143 2
73152,6 156 64
73153,200 22
73154,130 40 107
73155,29 118
73156,118 64 137
73157,34 185
73158,98 37 106
73159,126 71
73160,40 3
73161,73 120 87
73162,93 67
73163,176 6 109
73164,167 66
73165,98 71 7
73166,56 171
73167,76 55 110
73168,35 108 42
73169,128 114 101
73170,54 68 33
73171,163 25
73172,29 92 118
73173,170 181
73174,116 28 112
73175,121 202 148
73176,137 120
73177,104 66
73178,88 9 23
73179,185 5
73180,176 139
73181,93 35
73182,156 74
73183,90 11 2
73184,102 110 78
73185,35 126 32
73186,147 199 133
73187,189 165
73188,174 108 43
73189,176 122
73190,122 15 84
73191,197 110 199
73192,131 200 61
73193,187 172 115
73194,109 128
73195,4 137 128
73196,168 130
73197,10 182
73198,150 142 84
73199,166 150 68
73200,74 76
73201,34 174 164
73202,114 85 139
73203,186 35 152
73204,115 50
73205,22 3 152
73206,62 185
73207,150 25 189
73208,72 85
73209,195 68
73210,132 114 103
73211,203 178
73212,151 185 86
73213,127 57
73214,68 52
73215,48 79
73216,151 83 16
73217,138 161
73218,28 47 180
73219,150 162 187
73220,20 62
73221,40 110
73222,8 148
73223,81 190
73224,170 200 186
73225,105 102
73226,136 139 84
73227,125 122
73228,48 174 79
73229,64 117 138
73230,85 170 136
73231,6 135 8
73232,42 125 91
73233,196 192 185
73234,115 82 14
73235,164 118
73236,46 128
73237,160 139 47
73238,143 175 97
73239,69 60 69
73240,2 96
73241,41 130
73242,193 56 178
73243,122 28
73244,112 203 23
73245,109 135 102
73246,109 141
73247,89 188 46
73248,12 1 15
73249,28 137
73250,20 112 9
73251,195 140 150
73252,119 161
73253,22 16 49
73254,184 58 32
73255,4 66
73256,91 153 62
73257,64 128 86
73258,104 136 106
73259,11 132 57
73260,150 179
73261,53 123
73262,193 173 98
73263,132 142
73264,7 186
73265,163 90
73266,37 104 46
73267,153 2 185
73268,117 152 5
73269,157 105
73270,149 194 176
73271,20 201
73272,121 50 5
73273,136 145
73274,198 119 50
73275,40 119
73276,17 49 190
73277,17 72
73278,194 149 182
73279,197 50
73280,191 145
73281,168 61 133
73282,152 174 184
73283,44 150
73284,149 194
73285,89 173
73286,119 50 175
73287,135 40 42
73288,80 41 186
73289,203 148 182
73290,18 132 192
73291,186 187
73292,57 93
73293,118 42
73294,101 91
73295,145 6
73296,183 120 125
73297,106 41
73298,18 186
73299,58 29
73300,134 23
73301,162 58 4
73302,16 46
73303,84 9
73304,95 135 73
73305,46 121 122
73306,153 150 29
73307,199 155 190
73308,81 10
73309,80 30 141
73310,11 129 176
73311,43 73
73312,202 43
73313,165 47
73314,73 17
73315,27 66 123
73316,105 125
73317,115 128
73318,161 198
73319,142 128 77
73320,144 180
73321,42 81
73322,179 61 143
73323,178 4
73324,153 193
73325,72 17 193
73326,128 3 113
73327,165 37
73328,179 43 37
73329,44 182
73330,107 143 93
73331,128 123
73332,135 87 28
73333,22 55
73334,92 176
73335,91 23 27
73336,130 52
73337,114 120
73338,97 48 89
73339,2 25 107
73340,129 159
73341,71 61 104
73342,110 140 191
73343,106 147
73344,185 185 66
73345,9 181
73346,131 182
73347,48 104 189
73348,56 30
73349,163 81
73350,86 107 70
73351,56 55 57
73352,34 29 174
73353,142 146 18
73354,190 159 117
73355,54 54
73356,163 121
73357,112 56
73358,133 107 142
73359,4 146
73360,17 175 28
73361,13 98
73362,30 194 78
73363,171 187 89
73364,92 1
73365,105 182 160
73366,104 41 18
73367,46 183 175
73368,15 177
73369,41 95 42
73370,2 132 6
73371,38 143
73372,127 14
73373,109 94 145
73374,134 158
73375,162 193 5
73376,35 24 35
73377,146 78
73378,136 87 148
73379,54 37
73380,107 92
73381,38 133
73382,92 19
73383,190 7
73384,1 8
73385,124 163 44
73386,101 79 92
73387,203 87
73388,121 190 66
73389,45 54 26
73390,23 118 175
73391,29 10 64
73392,198 58
73393,16 34 69
73394,105 159
73395,188 159
73396,187 191 133
73397,129 155 57
73398,133 61
73399,64 179
73400,68 99
73401,188 38 14
73402,80 52
73403,138 48
73404,12 119 79
73405,95 12
73406,80 43 190
73407,194 172
73408,123 101
73409,101 21
73410,193 194 38
73411,112 150 29
73412,23 146
73413,73 196 77
73414,175 190
73415,3 16
73416,13 27
73417,19 71
73418,87 165 28
73419,61 122 184
73420,40 4 68
73421,102 14
73422,93 100 84
73423,66 54
73424,157 38
73425,192 189 86
73426,49 123 83
73427,187 5 120
73428,202 59 119
73429,68 200
73430,186 61
73431,162 135
73432,65 8
73433,48 121
73434,188 162
73435,62 156
73436,120 193 10
73437,17 164 145
73438,40 66
73439,49 138
73440,8 179
73441,191 195
73442,9 144
73443,4 145
73444,34 183
73445,119 134 113
73446,33 146
73447,19 49 60
73448,8 33 41
73449,43 48
73450,64 160 141
73451,168 82 197
73452,89 147 117
73453,144 99 69
73454,84 86
73455,202 168
73456,64 173
73457,121 12
73458,153 160
73459,6 44
73460,89 116 185
73461,140 29
73462,45 99
73463,138 107 64
73464,88 144
73465,194 107 26
73466,180 131 110
73467,85 183
73468,128 137
73469,168 171 11
73470,38 181 129
73471,62 23
73472,126 141
73473,28 157 195
73474,167 109
73475,171 155 49
73476,92 28
73477,200 96 2
73478,111 187 58
73479,112 89
73480,180 96
73481,5 72
73482,152 168
73483,94 152 14
73484,125 31
73485,40 43
73486,176 94
73487,110 52
73488,114 157
73489,132 42
73490,131 142 67
73491,44 40 203
73492,82 139
73493,74 153
73494,62 115 33
73495,190 115 126
73496,152 107 68
73497,1 3 119
73498,186 20
73499,193 175
73500,135 157 70
73501,166 187 180
73502,132 68 138
73503,167 15 76
73504,32 31 187
73505,71 144
73506,69 50 33
73507,184 45
73508,180 94 14
73509,58 172
73510,17 159
73511,110 155
73512,102 68 51
73513,169 80 118
73514,50 135
73515,95 194 10
73516,7 147 54
73517,21 139 78
73518,98 28 35
73519,134 184 194
73520,152 183 34
73521,191 65
73522,46 28
73523,56 67
73524,147 61 156
73525,186 22 4
73526,62 107
73527,147 141
73528,130 146
73529,17 67
73530,134 40
73531,194 13
73532,20 41
73533,122 1
73534,175 25 103
73535,181 170
73536,21 122
73537,182 28
73538,39 171 195
73539,113 155 96
73540,145 135 15
73541,127 199 32
73542,175 55 9
73543,175 49 111
73544,160 116 99
73545,168 50
73546,108 189 141
73547,19 117 94
73548,150 124
73549,142 92 164
73550,147 13
73551,192 103
73552,5 186
73553,124 185
73554,168 161 165
73555,103 30
73556,192 64
73557,185 181 58
73558,192 196
73559,38 113 53
73560,167 123
73561,62 40
73562,88 197
73563,100 80
73564,67 147
73565,152 21 147
73566,62 178 35
73567,86 20
73568,16 119
73569,35 147
73570,45 157 203
73571,105 8 125
73572,186 20 78
73573,125 172
73574,32 112 153
73575,130 61 90
73576,129 64 153
73577,146 187
73578,29 148 84
73579,92 152
73580,26 84
73581,153 73 202
73582,189 62 48
73583,166 190
73584,123 5 59
73585,33 91
73586,121 110
73587,202 150
73588,129 55
73589,150 57 4
73590,39 24
73591,57 136
73592,41 125 28
73593,46 112
73594,107 101 14
73595,44 95
73596,174 13 44
73597,188 176
73598,196 180 173
73599,55 53 197
73600,181 183 17
73601,184 137
73602,100 95
73603,151 146
73604,192 52 191
73605,122 109
73606,186 56
73607,137 181
73608,197 180 128
73609,147 124 40
73610,181 53
73611,158 133
73612,93 124 18
73613,124 16
73614,66 46
73615,46 11 167
73616,166 190 166
73617,95 34
73618,144 200 114
73619,45 132 18
73620,163 188 117
73621,33 28
73622,133 190 182
73623,59 21 45
73624,59 176
73625,132 41 106
73626,186 107
73627,31 45
73628,83 165
73629,18 100
73630,58 30 54
73631,59 47
73632,102 89
73633,150 143
73634,176 43 177
73635,43 9
73636,144 116
73637,118 100 110
73638,8 14 58
73639,144 38 201
73640,5 202 110
73641,146 137 9
73642,185 120
73643,77 164 182
73644,124 171 66
73645,41 159
73646,172 61
73647,4 103
73648,186 7
73649,29 97
73650,106 108 133
73651,45 17
73652,164 79
73653,91 56 153
73654,130 103
73655,27 126 172
73656,55 182 26
73657,143 37
73658,130 97
73659,188 89 100
73660,105 141 132
73661,141 95
73662,176 130 197
73663,161 73
73664,37 16
73665,175 7
73666,33 136
73667,120 5 197
73668,180 139
73669,165 80 172
73670,203 24 23
73671,97 3 7
73672,145 150 130
73673,176 95 14
73674,199 54 54
73675,70 180
73676,154 109
73677,151 14
73678,115 199 141
73679,69 132 116
73680,185 19
73681,182 18
73682,154 56
73683,150 18 12
73684,53 172
73685,38 160
73686,108 14 160
73687,179 70 149
73688,200 60
73689,175 17 139
73690,190 178
73691,57 180 19
73692,116 188 9
73693,132 125
73694,31 54
73695,11 144 12
73696,150 192
73697,44 182 170
73698,29 2
73699,106 7 9
73700,22 158
73701,134 48
73702,44 178
73703,64 95
73704,124 149
73705,127 171
73706,196 36
73707,77 21 63
73708,17 180 163
73709,108 74 55
73710,28 126 24
73711,141 57
73712,169 116
73713,35 4 112
73714,50 54 44
73715,106 8
73716,68 146 118
73717,193 177 69
73718,14 8 193
73719,51 152 188
73720,62 54
73721,122 23 109
73722,69 94 172
73723,2 141 171
73724,46 53
73725,67 186
73726,107 34
73727,189 130 14
73728,141 85
73729,57 142 171
73730,176 67
73731,69 16 76
73732,145 32
73733,60 113
73734,190 70 36
73735,28 2 63
73736,199 168 57
73737,168 184
73738,147 62 11
73739,12 126
73740,155 37 70
73741,197 60 107
73742,44 118
73743,129 179 47
73744,53 23 22
73745,12 130 144
73746,109 2 134
73747,177 81
73748,192 139
73749,199 143
73750,84 201
73751,80 119 72
73752,180 116 67
73753,130 108 145
73754,151 89
73755,111 122 81
73756,180 182
73757,142 142 122
73758,177 137 74
73759,64 52
73760,149 172
73761,125 111 167
73762,149 179
73763,109 46 117
73764,189 145
73765,28 177 57
73766,98 161
73767,140 47 158
73768,134 39 11
73769,96 178 53
73770,26 46
73771,2 64 76
73772,171 193
73773,191 102
73774,36 200
73775,191 143
73776,20 45 153
73777,167 156 138
73778,172 2 112
73779,93 5
73780,77 84
73781,101 3
73782,167 99
73783,111 181
73784,133 181 157
73785,115 6 165
73786,16 138
73787,182 3 45
73788,183 16 195
73789,98 185
73790,127 156 197
73791,50 124 82
73792,14 46
73793,28 30 6
73794,182 78 201
73795,172 80
73796,203 15 56
73797,27 78 46
73798,190 105
73799,3 93 112
73800,104 35 163
73801,94 71 169
73802,164 41 137
73803,187 171
73804,193 151 137
73805,97 171 26
73806,143 139
73807,111 29
73808,84 75 78
73809,101 199 125
73810,198 38
73811,1 183 26
73812,30 28 56
73813,53 34
73814,160 158
73815,41 156
73816,123 123
73817,125 92 109
73818,108 107
73819,41 29
73820,14 142
73821,120 22 71
73822,191 90 102
73823,22 150 32
73824,136 70
73825,15 24 103
73826,117 100 75
73827,159 151 30
73828,109 188 178
73829,122 190 79
73830,200 177 71
73831,40 124
73832,199 7
73833,186 46 98
73834,131 150
73835,36 44
73836,80 56
73837,130 146 81
73838,15 150
73839,37 84 58
73840,23 72
73841,150 193 197
73842,196 89
73843,58 176
73844,105 49
73845,174 28
73846,180 48 135
73847,31 139
73848,144 13 189
73849,11 82
73850,116 202 122
73851,181 193
73852,30 158
73853,108 124
73854,74 69 51
73855,183 121
73856,27 193
73857,181 195 59
73858,162 82 153
73859,40 82
73860,75 56 13
73861,115 54
73862,88 29
73863,11 3
73864,87 194 18
73865,162 178 32
73866,7 32 31
73867,148 87
73868,80 84
73869,103 17
73870,141 171 199
73871,90 18
73872,125 148 107
73873,91 147 111
73874,55 165
73875,28 104
73876,130 152 6
73877,197 4 1
73878,107 73 180
73879,91 36
73880,2 10 156
73881,34 199
73882,77 172
73883,104 40 154
73884,125 13
73885,84 151 104
73886,163 96 49
73887,29 140 45
73888,195 118
73889,11 77
73890,141 100 28
73891,84 82 116
73892,28 131
73893,180 72
73894,146 71
73895,52 156
73896,112 183 137
73897,68 4
73898,154 203
73899,73 112 104
73900,101 73
73901,33 85 103
73902,100 1
73903,187 34
73904,197 167
73905,49 31 180
73906,137 73
73907,56 27
73908,52 118 16
73909,192 168 10
73910,23 165
73911,65 41
73912,21 31
73913,40 178 78
73914,121 107 71
73915,42 186
73916,81 159 29
73917,63 181 34
73918,104 111
73919,72 57 107
73920,5 202 94
73921,120 173 46
73922,66 151 117
73923,16 164
73924,46 136 21
73925,58 63 90
73926,38 110 66
73927,1 43 101
73928,70 156 55
73929,187 85
73930,64 149 89
73931,38 53
73932,85 15 196
73933,52 79
73934,83 121
73935,126 51
73936,12 118
73937,178 163
73938,139 87
73939,19 36 162
73940,65 108
73941,82 47
73942,124 115 168
73943,156 167 176
73944,85 144
73945,134 107 11
73946,49 36
73947,182 124
73948,95 152
73949,110 152 58
73950,175 98 115
73951,140 160 1
73952,125 137 144
73953,56 2
73954,167 178 75
73955,158 132 20
73956,189 142
73957,143 165
73958,73 94 27
73959,110 60
73960,67 92
73961,40 136 16
73962,146 118 8
73963,38 96 83
73964,56 134 34
73965,13 124
73966,24 61
73967,153 163 138
73968,182 182 52
73969,190 100 17
73970,166 33
73971,169 51
73972,48 182 6
73973,25 84
73974,173 100 13
73975,162 86 159
73976,80 55
73977,11 48 17
73978,20 35 27
73979,188 33 28
73980,102 183 71
73981,67 34 79
73982,56 98 168
73983,6 137 59
73984,35 160 178
73985,56 188 86
73986,174 72 175
73987,108 112
73988,97 142
73989,98 198
73990,162 185 66
73991,199 49
73992,125 199 13
73993,13 53 10
73994,176 67
73995,13 91
73996,17 168
73997,30 68
73998,75 56 7
73999,27 88 109
74000,146 48 79
74001,168 114 1
74002,174 73
74003,72 20
74004,118 189 120
74005,18 180 197
74006,68 123
74007,121 191
74008,80 16 71
74009,9 198
74010,125 47 59
74011,22 1 192
74012,188 145
74013,59 136
74014,42 135
74015,143 75
74016,18 79
74017,137 202
74018,24 194 35
74019,25 123 187
74020,53 114
74021,137 82
74022,175 25
74023,14 107 138
74024,136 183 134
74025,32 202 110
74026,31 60
74027,30 158
74028,47 26
74029,54 30 194
74030,174 184
74031,150 184 67
74032,201 174 30
74033,40 203
74034,51 74 76
74035,31 72
74036,161 187 17
74037,44 45 37
